,year,HighD+LowS_gap_wyld,HighD+HighS_gap_wyld,LowD+HighS_gap_wyld,LowD+LowS_gap_wyld,all_gap_wyld,kgha_sorghum_yld_wyld,pred_wyld,HighD+LowS_gap_wyld_%,HighD+HighS_gap_wyld_%,LowD+HighS_gap_wyld_%,LowD+LowS_gap_wyld_%,all_gap_wyld_%
22,2003.0,0.7837527897375912,0.1444664731153074,0.11428639132766949,0.056482031337881725,1.0989876855183964,3.2701813906232333,3.49044858330148,-17.077321566971555,-3.147804319602315,-2.4902054333801003,-1.2306964958117932,-23.9460278157646
23,2004.0,0.2675156577019502,0.054215469681035224,0.23422448614358152,0.06593036494581925,0.6218859784723427,4.781634472647919,4.653935049466252,-5.070597662151473,-1.0276214715004968,-4.439583619368895,-1.249670233252397,-11.787472986272437
24,2005.0,0.5245698244917859,0.15896607066158278,0.05976476855215076,0.03539805569533877,0.7786987194008164,4.451060565467463,4.334474313443437,-10.259183898574008,-3.108951518762828,-1.1688391565913039,-0.6922913710911177,-15.229265945018438
25,2006.0,0.9922839950307191,0.21034991398747097,0.04910278995885263,0.06330900633532399,1.315045705312327,3.6729210866876967,3.8251491141691045,-19.304404402532462,-4.092255670743081,-0.9552709903669832,-1.2316460476435973,-25.583577111285354
26,2007.0,0.27335131317485917,0.09545718745302076,0.24812383276334304,0.05154066367714045,0.6684729970683275,4.767086368402935,4.680867354732019,-5.110000396270569,-1.7844665169022975,-4.63840055867516,-0.9634956889552593,-12.496363160802614
27,2008.0,0.2414157429809828,0.16159548305734325,0.16580504105264096,0.03319792014629073,0.6020141872372125,5.068634421822668,4.8851140848243935,-4.399673763964677,-2.944991898223461,-3.0217088581081275,-0.6050144720567598,-10.9713889923522
28,2009.0,0.35889842697269864,0.18053062154015878,0.12774403362690712,0.04377093289290627,0.7109440150326202,4.917693040968134,4.801106037744488,-6.511160521698758,-3.2751992418719595,-2.3175412487872182,-0.7940953451765806,-12.897996357533598
29,2010.0,0.43677974280490434,0.12776029425426239,0.12295084871950542,0.04520489848628478,0.7326957842649134,4.6764694858566,4.572363159903434,-8.23326842173997,-2.4082728504780238,-2.3176151295106853,-0.8521092595206097,-13.811265661248468
30,2011.0,1.1503716250614835,0.325740438432781,0.0320903108613522,0.06248622939750491,1.5706886037530725,3.683518277233043,3.654411139394025,-22.01626153778665,-6.234147756892126,-0.6141569049172654,-1.1958858676230593,-30.060452067218158
31,2012.0,1.6388537022712946,0.2560457544353857,0.027892093911730868,0.03470028171548979,1.9574918323338508,3.163092158641519,3.2991256588695586,-31.176963228041693,-4.870922315802145,-0.5306091599475591,-0.6601256753712507,-37.238620379161695
32,2013.0,0.7647417101745314,0.13751369649326706,0.11790510092397712,0.08775812359743512,1.1079186311891713,4.5504133068008805,4.597309249808652,-13.404227247812948,-2.4103103217187605,-2.0666151008039306,-1.5382054043753035,-19.419358074710253
33,2014.0,0.3902971704495552,0.07447204254003478,0.06941940258204823,0.08157532450260968,0.6157639400741881,4.779263590099703,4.893144215393649,-7.08483712987968,-1.3518475973522621,-1.2601299680980589,-1.4807893361163142,-11.177604031445231
34,2015.0,0.38170636556487636,0.07706396136603574,0.34275198598305834,0.029160317013315028,0.8306826299272525,4.788585425536528,4.587819178690033,-7.044500104398445,-1.4222374392027972,-6.325585892358005,-0.5381619872662969,-15.330485423224935
35,2016.0,0.3990196742879054,0.11624183230292681,0.2023809550818375,0.046432941304964434,0.7640754029775889,4.822966796597876,4.689378369434681,-7.316825097270492,-2.1315268663496645,-3.7110602478311048,-0.8514409994608862,-14.010853210911318
36,2017.0,0.4967149080883547,0.11973096969668959,0.06213971254053653,0.04260962199647795,0.7211952123220089,4.828168107961717,4.8020622541420535,-8.993151434715699,-2.167760065933342,-1.1250555114954255,-0.7714581884910071,-13.05742520063457
37,2018.0,0.444172506772837,0.1277805739636372,0.08841500660550716,0.02469081765577279,0.6850589049977104,4.076730320507972,4.248995633344608,-9.002180728267032,-2.5897681707946285,-1.7919341166263585,-0.5004163911019132,-13.884299406789044
38,2019.0,0.20587988153523742,0.05639781613395598,0.252070481990889,0.020174946675984837,0.5345231263360126,4.99081082164669,4.754119523896508,-3.8928680788479006,-1.0663949119624558,-4.766260431300013,-0.38147683650166503,-10.107000258611002
39,2020.0,0.45738302793168556,0.041767211953826204,0.080685997855868,0.07799386763928015,0.6578301053806178,5.246579656792987,5.096394152134347,-7.948647940412602,-0.7258530443834997,-1.4022046108212207,-1.3554193258530178,-11.432124921469608
