,GEOID,year,kgha_spr_wheat_yld,pred,harvested_hac,HighD+LowS_pred_yld,HighD+LowS_gap,HighD+HighS_pred_yld,HighD+HighS_gap,LowD+LowS_pred_yld,LowD+LowS_gap,all_pred_yld,all_gap,crop_name
1894,30005,1986.0,1829.213050842453,1586.221610027881,330678.73025402153,2011.3972183780952,425.17560835021413,2037.651614700941,451.43000467306,1586.2216100278733,0.0,2462.827223051163,876.6056130232819,Spring Wheat
1895,30005,1987.0,2017.5143943115288,2027.189345009133,330678.73025402153,2829.395344999596,802.2059999904632,2069.7046328302704,42.51528782113746,2027.189345009133,0.0,2871.9106328207336,844.7212878116006,Spring Wheat
1896,30005,1988.0,941.5067173453801,719.5804905917109,330678.73025402153,3059.08014242737,2339.4996518356593,719.5804905916902,0.0,719.5804905916902,0.0,3059.08014242737,2339.4996518356593,Spring Wheat
1897,30005,1989.0,1950.2639145011447,1632.6216496938014,330678.73025402153,2617.4702095868897,984.8485598930883,1632.621649693794,0.0,1632.621649693794,0.0,2617.4702095868897,984.8485598930883,Spring Wheat
1898,30005,1990.0,1479.5105558284542,1618.4828296669907,330678.73025402153,2647.8626764746728,1029.379846807682,1618.4828296669743,0.0,1618.4828296669743,0.0,2647.8626764746728,1029.379846807682,Spring Wheat
1899,30005,1991.0,2555.5182327946036,1777.0257543071084,330678.73025402153,2292.6191601597925,515.5934058526841,1777.0257543070989,0.0,1777.0257543070989,0.0,2292.6191601597925,515.5934058526841,Spring Wheat
1900,30005,1992.0,1950.2639145011447,2329.187259597426,330678.73025402153,2890.409876626826,561.2226170294002,2329.187259597421,0.0,2329.187259597421,0.0,2890.409876626826,561.2226170294002,Spring Wheat
1901,30005,1993.0,2421.017273173835,2057.3890259251884,330678.73025402153,2340.8394314919988,283.45040556681033,2099.904313746321,42.51528782113246,2057.389025925184,0.0,2383.354719313136,325.96569338794734,Spring Wheat
1902,30005,1994.0,1815.762954880376,1253.7429251030396,330678.73025402153,2424.8479746941325,1171.105049591093,1253.7429251030271,0.0,1253.7429251030271,0.0,2424.8479746941325,1171.105049591093,Spring Wheat
1903,30005,1995.0,2488.267752984219,2193.9397711711586,330678.73025402153,2382.45496699127,188.51519582011133,2193.9397711711485,0.0,2193.9397711711485,0.0,2382.45496699127,188.51519582011133,Spring Wheat
1904,30005,1996.0,1546.7610356388386,1559.588632013086,330678.73025402153,2732.9523877263036,1173.3637557132176,1559.588632013086,0.0,1559.588632013086,0.0,2732.9523877263036,1173.3637557132176,Spring Wheat
1905,30005,1997.0,1950.2639145011447,1680.8494775526385,330678.73025402153,2389.4754914696705,708.626013917032,1765.8800531949105,85.03057564227197,1680.8494775526358,0.0,2474.5060671119454,793.6565895593069,Spring Wheat
