,year,HighD+LowS_gap_wyld,HighD+HighS_gap_wyld,LowD+LowS_gap_wyld,all_gap_wyld,kgha_spr_wheat_yld_wyld,pred_wyld,HighD+LowS_gap_wyld_%,HighD+HighS_gap_wyld_%,LowD+LowS_gap_wyld_%,all_gap_wyld_%
27,2008.0,0.5171663355394549,0.04178053418589744,0.021526356290884792,0.5804732260162552,2.6316656880684,2.6030866880894066,-16.2449066294623,-1.3123841018595874,-0.676172488399109,-18.233463219721564
28,2009.0,0.19381457984199774,0.024363057965517698,0.02226139822379349,0.2404390360313243,2.975404982015767,2.953251078055151,-6.0686720664329865,-0.7628497786325308,-0.6970431516071229,-7.528564996673122
29,2010.0,0.1623381432583024,0.05030818610714384,0.008497703089130011,0.22114403245459105,3.039121666847016,3.018973947306073,-5.0102540793991,-1.5526652554441835,-0.2622652367046741,-6.825184571548415
30,2011.0,0.07259991563730098,0.07210806768136815,0.006829532297350594,0.15153751561603648,2.247282162536521,2.2938232658879745,-2.9688836177641096,-2.9487701048766444,-0.27928526330376957,-6.196938985945208
31,2012.0,0.7947860847617265,0.08203979077441724,0.01189767969507775,0.8887235552312437,3.014325934550836,2.925645237186781,-20.836634526308913,-2.1508090915983544,-0.31191739295705356,-23.299361010864903
32,2013.0,0.16132417158132922,0.07814156044340657,0.0010648510199124989,0.24053058304466973,3.259498707272363,3.195625050049205,-4.694902932440077,-2.274098404938918,-0.03098960389502845,-6.999990941274648
33,2014.0,0.2160239568445034,0.04857572137128086,0.007348585103512271,0.27194826331931937,3.224681458165021,3.222107418741749,-6.182613458440236,-1.3902389026218118,-0.21031677145962077,-7.783169132522322
34,2015.0,0.4328144839566558,0.042537623860017824,0.018496407478565142,0.49384851529524804,3.158873680477419,3.1296338107614217,-11.944710778475775,-1.1739431859271763,-0.5104594369222228,-13.629113401325432
35,2016.0,0.2869674632780065,0.0600131435875842,0.00536082839407085,0.35234143525967354,3.3094467679701642,3.372987117599739,-7.703145083881038,-1.6109490139204103,-0.14390216374220452,-9.457996261543975
36,2017.0,0.9732632320116222,0.05087565199756627,0.0300654073589629,1.054204291368166,2.8647369607148954,2.9226458145269607,-24.473218906815095,-1.2792951869659406,-0.7560105751633717,-26.508524668944773
37,2018.0,0.603346761002762,0.054439843121024574,0.01699496761426746,0.6747815717380697,3.165187617537225,3.0952978360072403,-16.00355578090045,-1.4439972539884045,-0.45078540200911243,-17.898338436898385
38,2019.0,0.22550854524347352,0.0516980097749948,0.008310035505543614,0.2855165905240327,3.236585502355141,3.162339255815251,-6.540544480213821,-1.4994249202699266,-0.24102038704334716,-8.280989787527696
39,2020.0,0.3278759194692117,0.04799877955345025,0.004287956585174983,0.38016265560785195,3.2618700858216627,3.2601584737070954,-9.006785605502692,-1.3185314659996186,-0.11779061332377319,-10.443107684826495
